ts(s)	uout	yout	wP	wI	wD	e
          1.393        0.23396        0.82375       0.099995        0.10142        0.10002     -0.0076777
          1.394        0.23318        0.82285       0.099995        0.10142        0.10002     -0.0076878
          1.395         0.2324        0.82195       0.099995        0.10142        0.10002     -0.0076979
          1.396        0.23162        0.82105       0.099995        0.10142        0.10002     -0.0077078
          1.397        0.23084        0.82014       0.099995        0.10143        0.10002     -0.0077177
          1.398        0.23006        0.81924       0.099995        0.10143        0.10002     -0.0077275
          1.399        0.22928        0.81833       0.099995        0.10143        0.10002     -0.0077372
            1.4         0.2285        0.81742       0.099995        0.10143        0.10002     -0.0077468
          1.401        0.22771        0.81651       0.099995        0.10144        0.10002     -0.0077563
          1.402        0.22693        0.81559       0.099995        0.10144        0.10002     -0.0077658
          1.403        0.22614        0.81467       0.099995        0.10144        0.10002     -0.0077751
          1.404        0.22535        0.81375       0.099995        0.10145        0.10002     -0.0077844
          1.405        0.22457        0.81283       0.099995        0.10145        0.10002     -0.0077934
          1.406        0.22378        0.81191       0.099995        0.10145        0.10002     -0.0078026
          1.407        0.22299        0.81098       0.099995        0.10145        0.10002     -0.0078115
          1.408         0.2222        0.81006       0.099995        0.10146        0.10002     -0.0078204
          1.409        0.22141        0.80913       0.099995        0.10146        0.10002     -0.0078292
           1.41        0.22061         0.8082       0.099995        0.10146        0.10002     -0.0078379
          1.411        0.21982        0.80726       0.099995        0.10146        0.10002     -0.0078465
          1.412        0.21903        0.80633       0.099995        0.10147        0.10002      -0.007855
          1.413        0.21823        0.80539       0.099995        0.10147        0.10002     -0.0078634
          1.414        0.21744        0.80445       0.099995        0.10147        0.10002     -0.0078717
          1.415        0.21664        0.80351       0.099995        0.10148        0.10002     -0.0078799
          1.416        0.21584        0.80256       0.099995        0.10148        0.10002     -0.0078881
          1.417        0.21505        0.80162       0.099995        0.10148        0.10002     -0.0078961
          1.418        0.21425        0.80067       0.099995        0.10148        0.10002     -0.0079041
          1.419        0.21345        0.79972       0.099995        0.10149        0.10002     -0.0079119
           1.42        0.21265        0.79877       0.099995        0.10149        0.10002     -0.0079196
          1.421        0.21184        0.79781       0.099995        0.10149        0.10002     -0.0079272
          1.422        0.21104        0.79686       0.099995        0.10149        0.10002     -0.0079349
          1.423        0.21024         0.7959       0.099995         0.1015        0.10002     -0.0079423
          1.424        0.20944        0.79494       0.099995         0.1015        0.10002     -0.0079497
          1.425        0.20863        0.79398       0.099995         0.1015        0.10002     -0.0079569
          1.426        0.20783        0.79301       0.099995         0.1015        0.10002     -0.0079641
          1.427        0.20702        0.79205       0.099995        0.10151        0.10002     -0.0079711
          1.428        0.20621        0.79108       0.099995        0.10151        0.10002     -0.0079781
          1.429        0.20541        0.79011       0.099995        0.10151        0.10002     -0.0079849
           1.43         0.2046        0.78913       0.099995        0.10152        0.10002     -0.0079917
          1.431        0.20379        0.78816       0.099995        0.10152        0.10002     -0.0079983
          1.432        0.20298        0.78718       0.099995        0.10152        0.10002      -0.008005
          1.433        0.20217         0.7862       0.099995        0.10152        0.10002     -0.0080115
          1.434        0.20136        0.78522       0.099995        0.10153        0.10002     -0.0080178
          1.435        0.20055        0.78424       0.099995        0.10153        0.10002      -0.008024
          1.436        0.19974        0.78326       0.099995        0.10153        0.10002     -0.0080302
          1.437        0.19893        0.78227       0.099995        0.10153        0.10002     -0.0080363
          1.438        0.19811        0.78128       0.099995        0.10154        0.10002     -0.0080422
          1.439         0.1973        0.78029       0.099995        0.10154        0.10002     -0.0080481
           1.44        0.19649         0.7793       0.099995        0.10154        0.10002     -0.0080538
          1.441        0.19567         0.7783       0.099995        0.10154        0.10002     -0.0080594
          1.442        0.19486        0.77731       0.099995        0.10155        0.10002     -0.0080649
          1.443        0.19404        0.77631       0.099995        0.10155        0.10002     -0.0080703
          1.444        0.19322        0.77531       0.099995        0.10155        0.10002     -0.0080757
          1.445        0.19241         0.7743       0.099995        0.10155        0.10002     -0.0080809
          1.446        0.19159         0.7733       0.099995        0.10156        0.10002     -0.0080861
          1.447        0.19077        0.77229       0.099995        0.10156        0.10002     -0.0080911
          1.448        0.18995        0.77128       0.099995        0.10156        0.10002     -0.0080959
          1.449        0.18913        0.77027       0.099995        0.10156        0.10002     -0.0081007
           1.45        0.18831        0.76926       0.099995        0.10157        0.10002     -0.0081055
          1.451        0.18749        0.76825       0.099995        0.10157        0.10002       -0.00811
          1.452        0.18667        0.76723       0.099995        0.10157        0.10002     -0.0081145
          1.453        0.18585        0.76621       0.099995        0.10157        0.10002     -0.0081189
          1.454        0.18503        0.76519       0.099995        0.10158        0.10002     -0.0081231
          1.455        0.18421        0.76417       0.099995        0.10158        0.10002     -0.0081273
          1.456        0.18339        0.76314       0.099995        0.10158        0.10002     -0.0081313
          1.457        0.18257        0.76212       0.099995        0.10158        0.10002     -0.0081353
          1.458        0.18174        0.76109       0.099995        0.10159        0.10002     -0.0081391
          1.459        0.18092        0.76006       0.099995        0.10159        0.10002     -0.0081428
           1.46         0.1801        0.75903       0.099995        0.10159        0.10002     -0.0081464
          1.461        0.17927        0.75799       0.099995        0.10159        0.10002     -0.0081499
          1.462        0.17845        0.75696       0.099995         0.1016        0.10002     -0.0081533
          1.463        0.17762        0.75592       0.099995         0.1016        0.10002     -0.0081565
          1.464         0.1768        0.75488       0.099995         0.1016        0.10002     -0.0081596
          1.465        0.17597        0.75383       0.099995         0.1016        0.10002     -0.0081627
          1.466        0.17515        0.75279       0.099995         0.1016        0.10002     -0.0081656
          1.467        0.17432        0.75174       0.099995        0.10161        0.10002     -0.0081684
          1.468         0.1735         0.7507       0.099995        0.10161        0.10002     -0.0081711
          1.469        0.17267        0.74965       0.099995        0.10161        0.10002     -0.0081736
           1.47        0.17184        0.74859       0.099995        0.10161        0.10002     -0.0081761
          1.471        0.17102        0.74754       0.099995        0.10162        0.10002     -0.0081785
          1.472        0.17019        0.74648       0.099995        0.10162        0.10002     -0.0081807
          1.473        0.16936        0.74543       0.099995        0.10162        0.10002     -0.0081828
          1.474        0.16854        0.74437       0.099995        0.10162        0.10002     -0.0081849
          1.475        0.16771        0.74331       0.099995        0.10163        0.10002     -0.0081868
          1.476        0.16688        0.74224       0.099995        0.10163        0.10002     -0.0081885
          1.477        0.16605        0.74118       0.099995        0.10163        0.10002     -0.0081902
          1.478        0.16522        0.74011       0.099995        0.10163        0.10002     -0.0081917
          1.479         0.1644        0.73904       0.099995        0.10163        0.10002     -0.0081931
           1.48        0.16357        0.73797       0.099995        0.10164        0.10002     -0.0081944
          1.481        0.16274         0.7369       0.099995        0.10164        0.10002     -0.0081956
          1.482        0.16191        0.73582       0.099995        0.10164        0.10002     -0.0081967
          1.483        0.16108        0.73474       0.099995        0.10164        0.10002     -0.0081976
          1.484        0.16025        0.73367       0.099995        0.10165        0.10002     -0.0081984
          1.485        0.15942        0.73258       0.099995        0.10165        0.10002     -0.0081992
          1.486        0.15859         0.7315       0.099995        0.10165        0.10002     -0.0081997
          1.487        0.15777        0.73042       0.099995        0.10165        0.10002     -0.0082002
          1.488        0.15694        0.72933       0.099995        0.10165        0.10002     -0.0082005
          1.489        0.15611        0.72824       0.099995        0.10166        0.10002     -0.0082007
           1.49        0.15528        0.72715       0.099995        0.10166        0.10002     -0.0082008
          1.491        0.15445        0.72606       0.099995        0.10166        0.10002     -0.0082008
          1.492        0.15362        0.72497       0.099995        0.10166        0.10002     -0.0082007
          1.493        0.15279        0.72387       0.099995        0.10166        0.10002     -0.0082004
          1.494        0.15196        0.72277       0.099995        0.10167        0.10002        -0.0082
          1.495        0.15113        0.72167       0.099995        0.10167        0.10002     -0.0081995
          1.496         0.1503        0.72057       0.099995        0.10167        0.10002     -0.0081988
          1.497        0.14948        0.71947       0.099995        0.10167        0.10002      -0.008198
          1.498        0.14865        0.71836       0.099995        0.10167        0.10002     -0.0081972
          1.499        0.14782        0.71725       0.099995        0.10168        0.10002     -0.0081961
            1.5        0.14699        0.71615       0.099995        0.10168        0.10002      -0.008195
          1.501        0.14616        0.71503       0.099995        0.10168        0.10002     -0.0081937
          1.502        0.14533        0.71392       0.099995        0.10168        0.10002     -0.0081923
          1.503        0.14451        0.71281       0.099995        0.10168        0.10002     -0.0081909
          1.504        0.14368        0.71169       0.099995        0.10169        0.10002     -0.0081891
          1.505        0.14285        0.71057       0.099995        0.10169        0.10002     -0.0081874
          1.506        0.14202        0.70945       0.099995        0.10169        0.10002     -0.0081855
          1.507         0.1412        0.70833       0.099995        0.10169        0.10002     -0.0081834
          1.508        0.14037        0.70721       0.099995        0.10169        0.10002     -0.0081813
          1.509        0.13954        0.70608       0.099995         0.1017        0.10002      -0.008179
           1.51        0.13871        0.70495       0.099995         0.1017        0.10002     -0.0081766
          1.511        0.13789        0.70382       0.099995         0.1017        0.10002     -0.0081741
          1.512        0.13706        0.70269       0.099995         0.1017        0.10002     -0.0081713
          1.513        0.13624        0.70156       0.099995         0.1017        0.10002     -0.0081685
          1.514        0.13541        0.70042       0.099995        0.10171        0.10002     -0.0081656
          1.515        0.13459        0.69929       0.099995        0.10171        0.10002     -0.0081625
          1.516        0.13376        0.69815       0.099995        0.10171        0.10002     -0.0081593
          1.517        0.13294        0.69701       0.099995        0.10171        0.10002      -0.008156
          1.518        0.13211        0.69586       0.099995        0.10171        0.10002     -0.0081525
          1.519        0.13129        0.69472       0.099995        0.10171        0.10002     -0.0081489
           1.52        0.13047        0.69357       0.099995        0.10172        0.10002     -0.0081452
          1.521        0.12964        0.69243       0.099995        0.10172        0.10002     -0.0081413
          1.522        0.12882        0.69128       0.099995        0.10172        0.10002     -0.0081373
          1.523          0.128        0.69012       0.099995        0.10172        0.10002     -0.0081332
          1.524        0.12718        0.68897       0.099995        0.10172        0.10002     -0.0081289
          1.525        0.12636        0.68782       0.099995        0.10172        0.10002     -0.0081245
          1.526        0.12553        0.68666       0.099995        0.10173        0.10002     -0.0081199
          1.527        0.12471         0.6855       0.099995        0.10173        0.10002     -0.0081153
          1.528        0.12389        0.68434       0.099995        0.10173        0.10002     -0.0081105
          1.529        0.12307        0.68318       0.099995        0.10173        0.10002     -0.0081056
           1.53        0.12226        0.68201       0.099995        0.10173        0.10002     -0.0081005
          1.531        0.12144        0.68085       0.099995        0.10173        0.10002     -0.0080953
          1.532        0.12062        0.67968       0.099995        0.10174        0.10002     -0.0080899
          1.533         0.1198        0.67851       0.099995        0.10174        0.10002     -0.0080844
          1.534        0.11899        0.67734       0.099995        0.10174        0.10002     -0.0080787
          1.535        0.11817        0.67617       0.099995        0.10174        0.10002      -0.008073
          1.536        0.11735        0.67499       0.099995        0.10174        0.10002     -0.0080671
          1.537        0.11654        0.67381       0.099995        0.10174        0.10002      -0.008061
          1.538        0.11573        0.67264       0.099995        0.10175        0.10002     -0.0080548
          1.539        0.11491        0.67146       0.099995        0.10175        0.10002     -0.0080485
           1.54         0.1141        0.67027       0.099995        0.10175        0.10002      -0.008042
          1.541        0.11329        0.66909       0.099995        0.10175        0.10002     -0.0080354
          1.542        0.11248         0.6679       0.099995        0.10175        0.10002     -0.0080287
          1.543        0.11167        0.66672       0.099995        0.10175        0.10002     -0.0080218
          1.544        0.11086        0.66553       0.099995        0.10175        0.10002     -0.0080148
          1.545        0.11005        0.66434       0.099995        0.10176        0.10002     -0.0080076
          1.546        0.10924        0.66314       0.099995        0.10176        0.10002     -0.0080003
          1.547        0.10843        0.66195       0.099995        0.10176        0.10002     -0.0079928
          1.548        0.10762        0.66075       0.099995        0.10176        0.10002     -0.0079852
          1.549        0.10682        0.65956       0.099995        0.10176        0.10002     -0.0079775
           1.55        0.10601        0.65836       0.099995        0.10176        0.10002     -0.0079696
          1.551        0.10521        0.65715       0.099995        0.10176        0.10002     -0.0079616
          1.552         0.1044        0.65595       0.099995        0.10176        0.10002     -0.0079534
          1.553         0.1036        0.65475       0.099995        0.10177        0.10002     -0.0079452
          1.554         0.1028        0.65354       0.099995        0.10177        0.10002     -0.0079367
          1.555          0.102        0.65233       0.099995        0.10177        0.10002     -0.0079281
          1.556         0.1012        0.65112       0.099995        0.10177        0.10002     -0.0079194
          1.557         0.1004        0.64991       0.099995        0.10177        0.10002     -0.0079105
          1.558       0.099598         0.6487       0.099995        0.10177        0.10002     -0.0079014
          1.559         0.0988        0.64748       0.099995        0.10177        0.10002     -0.0078923
           1.56       0.098004        0.64626       0.099995        0.10178        0.10002     -0.0078829
          1.561       0.097208        0.64504       0.099995        0.10178        0.10002     -0.0078735
          1.562       0.096414        0.64382       0.099995        0.10178        0.10002     -0.0078638
          1.563        0.09562         0.6426       0.099995        0.10178        0.10002     -0.0078541
          1.564       0.094827        0.64138       0.099995        0.10178        0.10002     -0.0078442
          1.565       0.094036        0.64015       0.099995        0.10178        0.10002     -0.0078341
          1.566       0.093245        0.63893       0.099995        0.10178        0.10002      -0.007824
          1.567       0.092456         0.6377       0.099995        0.10178        0.10002     -0.0078136
          1.568       0.091667        0.63647       0.099995        0.10178        0.10002     -0.0078031
          1.569        0.09088        0.63523       0.099995        0.10179        0.10002     -0.0077925
           1.57       0.090094          0.634       0.099995        0.10179        0.10002     -0.0077816
          1.571       0.089308        0.63276       0.099995        0.10179        0.10002     -0.0077707
          1.572       0.088524        0.63153       0.099995        0.10179        0.10002     -0.0077596
          1.573       0.087742        0.63029       0.099995        0.10179        0.10002     -0.0077484
          1.574        0.08696        0.62905       0.099995        0.10179        0.10002      -0.007737
          1.575       0.086179         0.6278       0.099995        0.10179        0.10002     -0.0077254
          1.576         0.0854        0.62656       0.099995        0.10179        0.10002     -0.0077137
          1.577       0.084622        0.62531       0.099995        0.10179        0.10002     -0.0077019
          1.578       0.083845        0.62407       0.099995        0.10179        0.10002     -0.0076899
          1.579       0.083069        0.62282       0.099995         0.1018        0.10002     -0.0076778
           1.58       0.082295        0.62157       0.099995         0.1018        0.10002     -0.0076655
          1.581       0.081522        0.62031       0.099995         0.1018        0.10002     -0.0076531
          1.582        0.08075        0.61906       0.099995         0.1018        0.10002     -0.0076404
          1.583       0.079979         0.6178       0.099995         0.1018        0.10002     -0.0076277
          1.584        0.07921        0.61655       0.099995         0.1018        0.10002     -0.0076148
          1.585       0.078442        0.61529       0.099995         0.1018        0.10002     -0.0076018
          1.586       0.077676        0.61403       0.099995         0.1018        0.10002     -0.0075886
          1.587        0.07691        0.61276       0.099995         0.1018        0.10002     -0.0075753
          1.588       0.076147         0.6115       0.099995         0.1018        0.10002     -0.0075617
          1.589       0.075384        0.61023       0.099995        0.10181        0.10002      -0.007548
           1.59       0.074623        0.60897       0.099995        0.10181        0.10002     -0.0075343
          1.591       0.073864         0.6077       0.099995        0.10181        0.10002     -0.0075203
          1.592       0.073105        0.60643       0.099995        0.10181        0.10002     -0.0075062
          1.593       0.072349        0.60515       0.099995        0.10181        0.10002     -0.0074919
          1.594       0.071593        0.60388       0.099995        0.10181        0.10002     -0.0074775
          1.595        0.07084        0.60261       0.099995        0.10181        0.10002     -0.0074629
          1.596       0.070087        0.60133       0.099995        0.10181        0.10002     -0.0074482
          1.597       0.069337        0.60005       0.099995        0.10181        0.10002     -0.0074333
          1.598       0.068587        0.59877       0.099995        0.10181        0.10002     -0.0074183
          1.599        0.06784        0.59749       0.099995        0.10181        0.10002     -0.0074031
            1.6       0.067094         0.5962       0.099995        0.10181        0.10002     -0.0073878
          1.601       0.066349        0.59492       0.099995        0.10181        0.10002     -0.0073723
          1.602       0.065606        0.59363       0.099995        0.10182        0.10002     -0.0073566
          1.603       0.064865        0.59234       0.099995        0.10182        0.10002     -0.0073408
          1.604       0.064125        0.59105       0.099995        0.10182        0.10002     -0.0073249
          1.605       0.063387        0.58976       0.099995        0.10182        0.10002     -0.0073088
          1.606       0.062651        0.58847       0.099995        0.10182        0.10002     -0.0072925
          1.607       0.061916        0.58717       0.099995        0.10182        0.10002     -0.0072761
          1.608       0.061183        0.58588       0.099995        0.10182        0.10002     -0.0072595
          1.609       0.060452        0.58458       0.099995        0.10182        0.10002     -0.0072427
           1.61       0.059722        0.58328       0.099995        0.10182        0.10002     -0.0072259
          1.611       0.058995        0.58198       0.099995        0.10182        0.10002     -0.0072088
          1.612       0.058268        0.58068       0.099995        0.10182        0.10002     -0.0071917
          1.613       0.057544        0.57937       0.099995        0.10182        0.10002     -0.0071743
          1.614       0.056822        0.57807       0.099995        0.10182        0.10002     -0.0071567
          1.615       0.056101        0.57676       0.099995        0.10182        0.10002      -0.007139
          1.616       0.055382        0.57545       0.099995        0.10182        0.10002     -0.0071212
          1.617       0.054665        0.57414       0.099995        0.10182        0.10002     -0.0071033
          1.618        0.05395        0.57283       0.099995        0.10183        0.10002     -0.0070851
          1.619       0.053236        0.57151       0.099995        0.10183        0.10002     -0.0070668
           1.62       0.052525         0.5702       0.099995        0.10183        0.10002     -0.0070484
          1.621       0.051815        0.56888       0.099995        0.10183        0.10002     -0.0070298
          1.622       0.051107        0.56756       0.099995        0.10183        0.10002     -0.0070111
          1.623       0.050402        0.56624       0.099995        0.10183        0.10002     -0.0069921
          1.624       0.049698        0.56492       0.099995        0.10183        0.10002     -0.0069731
          1.625       0.048996         0.5636       0.099995        0.10183        0.10002     -0.0069539
          1.626       0.048296        0.56228       0.099995        0.10183        0.10002     -0.0069345
          1.627       0.047598        0.56095       0.099995        0.10183        0.10002      -0.006915
          1.628       0.046902        0.55962       0.099995        0.10183        0.10002     -0.0068952
          1.629       0.046208        0.55829       0.099995        0.10183        0.10002     -0.0068755
           1.63       0.045517        0.55696       0.099995        0.10183        0.10002     -0.0068554
          1.631       0.044827        0.55563       0.099995        0.10183        0.10002     -0.0068353
          1.632       0.044139         0.5543       0.099995        0.10183        0.10002      -0.006815
          1.633       0.043454        0.55296       0.099995        0.10183        0.10002     -0.0067945
          1.634        0.04277        0.55163       0.099995        0.10183        0.10002     -0.0067738
          1.635       0.042089        0.55029       0.099995        0.10183        0.10002      -0.006753
          1.636       0.041409        0.54895       0.099995        0.10183        0.10002     -0.0067321
          1.637       0.040732        0.54761       0.099995        0.10183        0.10002      -0.006711
          1.638       0.040057        0.54627       0.099995        0.10183        0.10002     -0.0066898
          1.639       0.039385        0.54492       0.099995        0.10183        0.10002     -0.0066684
           1.64       0.038714        0.54358       0.099995        0.10184        0.10002     -0.0066469
          1.641       0.038046        0.54223       0.099995        0.10184        0.10002     -0.0066251
          1.642       0.037379        0.54088       0.099995        0.10184        0.10002     -0.0066033
          1.643       0.036716        0.53953       0.099995        0.10184        0.10002     -0.0065813
          1.644       0.036054        0.53818       0.099995        0.10184        0.10002     -0.0065591
          1.645       0.035394        0.53683       0.099995        0.10184        0.10002     -0.0065368
          1.646       0.034737        0.53547       0.099995        0.10184        0.10002     -0.0065144
          1.647       0.034083        0.53412       0.099995        0.10184        0.10002     -0.0064917
          1.648        0.03343        0.53276       0.099995        0.10184        0.10002      -0.006469
          1.649        0.03278         0.5314       0.099995        0.10184        0.10002      -0.006446
           1.65       0.032132        0.53004       0.099995        0.10184        0.10002     -0.0064229
          1.651       0.031487        0.52868       0.099995        0.10184        0.10002     -0.0063997
          1.652       0.030844        0.52732       0.099995        0.10184        0.10002     -0.0063763
          1.653       0.030203        0.52595       0.099995        0.10184        0.10002     -0.0063527
          1.654       0.029565        0.52459       0.099995        0.10184        0.10002      -0.006329
          1.655       0.028929        0.52322       0.099995        0.10184        0.10002     -0.0063052
          1.656       0.028296        0.52185       0.099995        0.10184        0.10002     -0.0062811
          1.657       0.027665        0.52048       0.099995        0.10184        0.10002      -0.006257
          1.658       0.027037        0.51911       0.099995        0.10184        0.10002     -0.0062327
          1.659       0.026411        0.51774       0.099995        0.10184        0.10002     -0.0062082
           1.66       0.025787        0.51636       0.099995        0.10184        0.10002     -0.0061836
          1.661       0.025166        0.51499       0.099995        0.10184        0.10002     -0.0061589
          1.662       0.024548        0.51361       0.099995        0.10184        0.10002      -0.006134
          1.663       0.023932        0.51223       0.099995        0.10184        0.10002     -0.0061089
          1.664       0.023319        0.51085       0.099995        0.10184        0.10002     -0.0060837
          1.665       0.022708        0.50947       0.099995        0.10184        0.10002     -0.0060584
          1.666         0.0221        0.50809       0.099995        0.10184        0.10002     -0.0060329
          1.667       0.021495         0.5067       0.099995        0.10184        0.10002     -0.0060073
          1.668       0.020892        0.50532       0.099995        0.10184        0.10002     -0.0059814
          1.669       0.020292        0.50393       0.099995        0.10184        0.10002     -0.0059555
           1.67       0.019694        0.50254       0.099995        0.10184        0.10002     -0.0059294
          1.671       0.019099        0.50115       0.099995        0.10184        0.10002     -0.0059032
          1.672       0.018507        0.49976       0.099995        0.10184        0.10002     -0.0058768
          1.673       0.017917        0.49837       0.099995        0.10184        0.10002     -0.0058503
          1.674       0.017331        0.49698       0.099995        0.10184        0.10002     -0.0058236
          1.675       0.016747        0.49558       0.099995        0.10184        0.10002     -0.0057968
          1.676       0.016165        0.49419       0.099995        0.10184        0.10002     -0.0057698
          1.677       0.015587        0.49279       0.099995        0.10184        0.10002     -0.0057427
          1.678       0.015011        0.49139       0.099995        0.10184        0.10002     -0.0057155
          1.679       0.014438        0.48999       0.099995        0.10184        0.10002     -0.0056881
           1.68       0.013868        0.48859       0.099995        0.10184        0.10002     -0.0056605
          1.681         0.0133        0.48718       0.099995        0.10184        0.10002     -0.0056328
          1.682       0.012736        0.48578       0.099995        0.10184        0.10002      -0.005605
          1.683       0.012174        0.48437       0.099995        0.10184        0.10002     -0.0055771
          1.684       0.011615        0.48297       0.099995        0.10184        0.10002      -0.005549
          1.685       0.011059        0.48156       0.099995        0.10184        0.10002     -0.0055207
          1.686       0.010506        0.48015       0.099995        0.10184        0.10002     -0.0054924
          1.687      0.0099561        0.47874       0.099995        0.10184        0.10002     -0.0054638
          1.688      0.0094088        0.47732       0.099995        0.10184        0.10002     -0.0054352
          1.689      0.0088645        0.47591       0.099995        0.10184        0.10002     -0.0054064
           1.69      0.0083231         0.4745       0.099995        0.10184        0.10002     -0.0053775
          1.691      0.0077846        0.47308       0.099995        0.10184        0.10002     -0.0053484
          1.692      0.0072491        0.47166       0.099995        0.10184        0.10002     -0.0053192
          1.693      0.0067166        0.47024       0.099995        0.10184        0.10002     -0.0052899
          1.694      0.0061871        0.46882       0.099995        0.10184        0.10002     -0.0052604
          1.695      0.0056606         0.4674       0.099995        0.10184        0.10002     -0.0052308
          1.696      0.0051372        0.46598       0.099995        0.10184        0.10002     -0.0052011
          1.697      0.0046167        0.46456       0.099995        0.10184        0.10002     -0.0051712
          1.698      0.0040994        0.46313       0.099995        0.10184        0.10002     -0.0051412
          1.699       0.003585         0.4617       0.099995        0.10184        0.10002      -0.005111
            1.7      0.0030738        0.46028       0.099995        0.10184        0.10002     -0.0050808
          1.701      0.0025656        0.45885       0.099995        0.10184        0.10002     -0.0050504
          1.702      0.0020606        0.45742       0.099995        0.10184        0.10002     -0.0050199
          1.703      0.0015586        0.45599       0.099995        0.10184        0.10002     -0.0049892
          1.704      0.0010598        0.45455       0.099995        0.10184        0.10002     -0.0049585
          1.705     0.00056416        0.45312       0.099995        0.10184        0.10002     -0.0049275
          1.706    7.1639e-005        0.45169       0.099995        0.10184        0.10002     -0.0048965
          1.707    -0.00041771        0.45025       0.099995        0.10184        0.10002     -0.0048653
          1.708    -0.00090389        0.44881       0.099995        0.10184        0.10002     -0.0048341
          1.709     -0.0013869        0.44737       0.099995        0.10184        0.10002     -0.0048027
           1.71     -0.0018666        0.44593       0.099995        0.10184        0.10002     -0.0047711
          1.711     -0.0023432        0.44449       0.099995        0.10184        0.10002     -0.0047395
          1.712     -0.0028166        0.44305       0.099995        0.10184        0.10002     -0.0047078
          1.713     -0.0032867        0.44161       0.099995        0.10184        0.10002     -0.0046759
          1.714     -0.0037535        0.44016       0.099995        0.10184        0.10002     -0.0046439
          1.715     -0.0042171        0.43872       0.099995        0.10184        0.10002     -0.0046118
          1.716     -0.0046774        0.43727       0.099995        0.10184        0.10002     -0.0045795
          1.717     -0.0051345        0.43582       0.099995        0.10184        0.10002     -0.0045472
          1.718     -0.0055882        0.43437       0.099995        0.10184        0.10002     -0.0045147
          1.719     -0.0060386        0.43292       0.099995        0.10184        0.10002     -0.0044822
           1.72     -0.0064857        0.43147       0.099995        0.10184        0.10002     -0.0044495
          1.721     -0.0069295        0.43001       0.099995        0.10184        0.10002     -0.0044167
          1.722     -0.0073699        0.42856       0.099995        0.10184        0.10002     -0.0043837
          1.723      -0.007807        0.42711       0.099995        0.10184        0.10002     -0.0043507
          1.724     -0.0082407        0.42565       0.099995        0.10184        0.10002     -0.0043176
          1.725      -0.008671        0.42419       0.099995        0.10184        0.10002     -0.0042844
          1.726      -0.009098        0.42273       0.099995        0.10184        0.10002      -0.004251
          1.727     -0.0095215        0.42127       0.099995        0.10184        0.10002     -0.0042175
          1.728     -0.0099417        0.41981       0.099995        0.10184        0.10002      -0.004184
          1.729      -0.010358        0.41835       0.099995        0.10184        0.10002     -0.0041503
           1.73      -0.010772        0.41689       0.099995        0.10184        0.10002     -0.0041166
          1.731      -0.011182        0.41542       0.099995        0.10184        0.10002     -0.0040827
          1.732      -0.011588        0.41396       0.099995        0.10184        0.10002     -0.0040487
          1.733      -0.011991        0.41249       0.099995        0.10184        0.10002     -0.0040147
          1.734       -0.01239        0.41102       0.099995        0.10184        0.10002     -0.0039805
          1.735      -0.012786        0.40955       0.099995        0.10184        0.10002     -0.0039462
          1.736      -0.013179        0.40808       0.099995        0.10184        0.10002     -0.0039119
          1.737      -0.013568        0.40661       0.099995        0.10184        0.10002     -0.0038774
          1.738      -0.013954        0.40514       0.099995        0.10184        0.10002     -0.0038429
          1.739      -0.014336        0.40367       0.099995        0.10184        0.10002     -0.0038083
           1.74      -0.014714        0.40219       0.099995        0.10184        0.10002     -0.0037736
          1.741      -0.015089        0.40072       0.099995        0.10184        0.10002     -0.0037388
          1.742       -0.01546        0.39924       0.099995        0.10184        0.10002     -0.0037039
          1.743      -0.015828        0.39776       0.099995        0.10184        0.10002     -0.0036689
          1.744      -0.016193        0.39629       0.099995        0.10184        0.10002     -0.0036338
          1.745      -0.016553        0.39481       0.099995        0.10184        0.10002     -0.0035986
          1.746      -0.016911        0.39332       0.099995        0.10184        0.10002     -0.0035634
          1.747      -0.017264        0.39184       0.099995        0.10184        0.10002     -0.0035281
          1.748      -0.017614        0.39036       0.099995        0.10184        0.10002     -0.0034927
          1.749      -0.017961        0.38888       0.099995        0.10184        0.10002     -0.0034572
           1.75      -0.018303        0.38739       0.099995        0.10184        0.10002     -0.0034217
          1.751      -0.018642        0.38591       0.099995        0.10184        0.10002     -0.0033861
          1.752      -0.018978        0.38442       0.099995        0.10184        0.10002     -0.0033504
          1.753       -0.01931        0.38293       0.099995        0.10184        0.10002     -0.0033146
          1.754      -0.019638        0.38144       0.099995        0.10184        0.10002     -0.0032788
          1.755      -0.019963        0.37995       0.099995        0.10184        0.10002     -0.0032429
          1.756      -0.020284        0.37846       0.099995        0.10184        0.10002     -0.0032068
          1.757      -0.020601        0.37697       0.099995        0.10184        0.10002     -0.0031708
          1.758      -0.020915        0.37548       0.099995        0.10184        0.10002     -0.0031347
          1.759      -0.021225        0.37398       0.099995        0.10184        0.10002     -0.0030985
           1.76      -0.021531        0.37249       0.099995        0.10184        0.10002     -0.0030622
          1.761      -0.021834        0.37099       0.099995        0.10184        0.10002     -0.0030259
          1.762      -0.022133         0.3695       0.099995        0.10184        0.10002     -0.0029896
          1.763      -0.022428          0.368       0.099995        0.10184        0.10002     -0.0029531
          1.764       -0.02272         0.3665       0.099995        0.10184        0.10002     -0.0029167
          1.765      -0.023008          0.365       0.099995        0.10184        0.10002     -0.0028802
          1.766      -0.023292         0.3635       0.099995        0.10184        0.10002     -0.0028436
          1.767      -0.023572          0.362       0.099995        0.10184        0.10002      -0.002807
          1.768      -0.023849         0.3605       0.099995        0.10184        0.10002     -0.0027703
