ts(s)	uout	yout	wP	wI	wD	e
           3.56      -0.098875       -0.64759       0.099995        0.09997        0.10002      0.0079881
          3.561      -0.098078       -0.64638       0.099995       0.099968        0.10002      0.0079789
          3.562      -0.097282       -0.64516       0.099995       0.099967        0.10002      0.0079694
          3.563      -0.096487       -0.64394       0.099995       0.099966        0.10002      0.0079598
          3.564      -0.095694       -0.64272       0.099995       0.099965        0.10002      0.0079501
          3.565      -0.094901       -0.64149       0.099995       0.099963        0.10002      0.0079402
          3.566      -0.094109       -0.64027       0.099995       0.099962        0.10002      0.0079303
          3.567      -0.093318       -0.63904       0.099995       0.099961        0.10002      0.0079201
          3.568      -0.092529       -0.63781       0.099995        0.09996        0.10002      0.0079097
          3.569       -0.09174       -0.63658       0.099995       0.099959        0.10002      0.0078993
           3.57      -0.090952       -0.63535       0.099995       0.099958        0.10002      0.0078887
          3.571      -0.090166       -0.63411       0.099995       0.099956        0.10002      0.0078779
          3.572      -0.089381       -0.63288       0.099995       0.099955        0.10002       0.007867
          3.573      -0.088596       -0.63164       0.099995       0.099954        0.10002      0.0078559
          3.574      -0.087813        -0.6304       0.099995       0.099953        0.10002      0.0078446
          3.575      -0.087031       -0.62916       0.099995       0.099952        0.10002      0.0078333
          3.576      -0.086251       -0.62792       0.099995       0.099951        0.10002      0.0078217
          3.577      -0.085471       -0.62667       0.099995        0.09995        0.10002      0.0078101
          3.578      -0.084693       -0.62543       0.099995       0.099949        0.10002      0.0077982
          3.579      -0.083916       -0.62418       0.099995       0.099948        0.10002      0.0077862
           3.58       -0.08314       -0.62293       0.099995       0.099947        0.10002      0.0077741
          3.581      -0.082365       -0.62168       0.099995       0.099946        0.10002      0.0077618
          3.582      -0.081592       -0.62043       0.099995       0.099945        0.10002      0.0077493
          3.583       -0.08082       -0.61917       0.099995       0.099944        0.10002      0.0077367
          3.584      -0.080049       -0.61792       0.099995       0.099943        0.10002      0.0077239
          3.585       -0.07928       -0.61666       0.099995       0.099942        0.10002       0.007711
          3.586      -0.078512        -0.6154       0.099995       0.099941        0.10002      0.0076979
          3.587      -0.077745       -0.61414       0.099995        0.09994        0.10002      0.0076847
          3.588      -0.076979       -0.61288       0.099995       0.099939        0.10002      0.0076713
          3.589      -0.076215       -0.61161       0.099995       0.099938        0.10002      0.0076578
           3.59      -0.075453       -0.61035       0.099995       0.099937        0.10002      0.0076441
          3.591      -0.074691       -0.60908       0.099995       0.099936        0.10002      0.0076302
          3.592      -0.073931       -0.60781       0.099995       0.099936        0.10002      0.0076162
          3.593      -0.073173       -0.60654       0.099995       0.099935        0.10002       0.007602
          3.594      -0.072416       -0.60527       0.099995       0.099934        0.10002      0.0075876
          3.595      -0.071661       -0.60399       0.099995       0.099933        0.10002      0.0075732
          3.596      -0.070907       -0.60272       0.099995       0.099932        0.10002      0.0075585
          3.597      -0.070154       -0.60144       0.099995       0.099931        0.10002      0.0075437
          3.598      -0.069403       -0.60016       0.099995       0.099931        0.10002      0.0075288
          3.599      -0.068654       -0.59888       0.099995        0.09993        0.10002      0.0075137
            3.6      -0.067906        -0.5976       0.099995       0.099929        0.10002      0.0074984
          3.601      -0.067159       -0.59632       0.099995       0.099928        0.10002      0.0074829
          3.602      -0.066415       -0.59503       0.099995       0.099928        0.10002      0.0074674
          3.603      -0.065671       -0.59374       0.099995       0.099927        0.10002      0.0074517
          3.604       -0.06493       -0.59246       0.099995       0.099926        0.10002      0.0074357
          3.605       -0.06419       -0.59117       0.099995       0.099925        0.10002      0.0074197
          3.606      -0.063452       -0.58987       0.099995       0.099925        0.10002      0.0074034
          3.607      -0.062715       -0.58858       0.099995       0.099924        0.10002       0.007387
          3.608       -0.06198       -0.58729       0.099995       0.099923        0.10002      0.0073705
          3.609      -0.061247       -0.58599       0.099995       0.099923        0.10002      0.0073538
           3.61      -0.060515       -0.58469       0.099995       0.099922        0.10002       0.007337
          3.611      -0.059785       -0.58339       0.099995       0.099921        0.10002        0.00732
          3.612      -0.059057       -0.58209       0.099995       0.099921        0.10002      0.0073028
          3.613      -0.058331       -0.58079       0.099995        0.09992        0.10002      0.0072855
          3.614      -0.057606       -0.57948       0.099995       0.099919        0.10002       0.007268
          3.615      -0.056883       -0.57818       0.099995       0.099919        0.10002      0.0072504
          3.616      -0.056162       -0.57687       0.099995       0.099918        0.10002      0.0072325
          3.617      -0.055443       -0.57556       0.099995       0.099918        0.10002      0.0072145
          3.618      -0.054726       -0.57425       0.099995       0.099917        0.10002      0.0071965
          3.619       -0.05401       -0.57294       0.099995       0.099917        0.10002      0.0071781
           3.62      -0.053296       -0.57162       0.099995       0.099916        0.10002      0.0071597
          3.621      -0.052585       -0.57031       0.099995       0.099915        0.10002      0.0071411
          3.622      -0.051875       -0.56899       0.099995       0.099915        0.10002      0.0071223
          3.623      -0.051167       -0.56767       0.099995       0.099914        0.10002      0.0071034
          3.624      -0.050461       -0.56635       0.099995       0.099914        0.10002      0.0070843
          3.625      -0.049757       -0.56503       0.099995       0.099913        0.10002      0.0070651
          3.626      -0.049054       -0.56371       0.099995       0.099913        0.10002      0.0070457
          3.627      -0.048354       -0.56239       0.099995       0.099912        0.10002      0.0070261
          3.628      -0.047656       -0.56106       0.099995       0.099912        0.10002      0.0070064
          3.629       -0.04696       -0.55973       0.099995       0.099911        0.10002      0.0069866
           3.63      -0.046266        -0.5584       0.099995       0.099911        0.10002      0.0069665
          3.631      -0.045573       -0.55707       0.099995       0.099911        0.10002      0.0069463
          3.632      -0.044883       -0.55574       0.099995        0.09991        0.10002      0.0069259
          3.633      -0.044195       -0.55441       0.099995        0.09991        0.10002      0.0069054
          3.634      -0.043509       -0.55307       0.099995       0.099909        0.10002      0.0068848
          3.635      -0.042825       -0.55173       0.099995       0.099909        0.10002       0.006864
          3.636      -0.042144        -0.5504       0.099995       0.099908        0.10002       0.006843
          3.637      -0.041464       -0.54906       0.099995       0.099908        0.10002      0.0068219
          3.638      -0.040787       -0.54772       0.099995       0.099908        0.10002      0.0068006
          3.639      -0.040111       -0.54637       0.099995       0.099907        0.10002      0.0067791
           3.64      -0.039438       -0.54503       0.099995       0.099907        0.10002      0.0067574
          3.641      -0.038767       -0.54368       0.099995       0.099907        0.10002      0.0067357
          3.642      -0.038099       -0.54234       0.099995       0.099906        0.10002      0.0067138
          3.643      -0.037432       -0.54099       0.099995       0.099906        0.10002      0.0066916
          3.644      -0.036768       -0.53964       0.099995       0.099906        0.10002      0.0066694
          3.645      -0.036106       -0.53829       0.099995       0.099905        0.10002       0.006647
          3.646      -0.035446       -0.53693       0.099995       0.099905        0.10002      0.0066244
          3.647      -0.034789       -0.53558       0.099995       0.099905        0.10002      0.0066017
          3.648      -0.034134       -0.53422       0.099995       0.099904        0.10002      0.0065788
          3.649      -0.033481       -0.53287       0.099995       0.099904        0.10002      0.0065558
           3.65       -0.03283       -0.53151       0.099995       0.099904        0.10002      0.0065326
          3.651      -0.032182       -0.53015       0.099995       0.099903        0.10002      0.0065093
          3.652      -0.031536       -0.52879       0.099995       0.099903        0.10002      0.0064858
          3.653      -0.030893       -0.52742       0.099995       0.099903        0.10002      0.0064622
          3.654      -0.030252       -0.52606       0.099995       0.099903        0.10002      0.0064383
          3.655      -0.029613       -0.52469       0.099995       0.099902        0.10002      0.0064144
          3.656      -0.028977       -0.52332       0.099995       0.099902        0.10002      0.0063902
          3.657      -0.028344       -0.52196       0.099995       0.099902        0.10002      0.0063659
          3.658      -0.027712       -0.52058       0.099995       0.099902        0.10002      0.0063415
          3.659      -0.027084       -0.51921       0.099995       0.099902        0.10002      0.0063168
           3.66      -0.026457       -0.51784       0.099995       0.099901        0.10002      0.0062922
          3.661      -0.025833       -0.51647       0.099995       0.099901        0.10002      0.0062672
          3.662      -0.025212       -0.51509       0.099995       0.099901        0.10002      0.0062422
          3.663      -0.024593       -0.51371       0.099995       0.099901        0.10002      0.0062171
          3.664      -0.023977       -0.51233       0.099995       0.099901        0.10002      0.0061917
          3.665      -0.023364       -0.51095       0.099995         0.0999        0.10002      0.0061662
          3.666      -0.022753       -0.50957       0.099995         0.0999        0.10002      0.0061405
          3.667      -0.022144       -0.50819       0.099995         0.0999        0.10002      0.0061147
          3.668      -0.021538        -0.5068       0.099995         0.0999        0.10002      0.0060887
          3.669      -0.020935       -0.50542       0.099995         0.0999        0.10002      0.0060627
           3.67      -0.020335       -0.50403       0.099995         0.0999        0.10002      0.0060364
          3.671      -0.019737       -0.50264       0.099995       0.099899        0.10002        0.00601
          3.672      -0.019141       -0.50125       0.099995       0.099899        0.10002      0.0059834
          3.673      -0.018549       -0.49986       0.099995       0.099899        0.10002      0.0059567
          3.674      -0.017959       -0.49847       0.099995       0.099899        0.10002      0.0059299
          3.675      -0.017372       -0.49708       0.099995       0.099899        0.10002      0.0059029
          3.676      -0.016787       -0.49568       0.099995       0.099899        0.10002      0.0058757
          3.677      -0.016206       -0.49428       0.099995       0.099899        0.10002      0.0058484
          3.678      -0.015627       -0.49289       0.099995       0.099898        0.10002       0.005821
          3.679      -0.015051       -0.49149       0.099995       0.099898        0.10002      0.0057934
           3.68      -0.014477       -0.49009       0.099995       0.099898        0.10002      0.0057656
          3.681      -0.013907       -0.48868       0.099995       0.099898        0.10002      0.0057378
          3.682      -0.013339       -0.48728       0.099995       0.099898        0.10002      0.0057097
          3.683      -0.012774       -0.48588       0.099995       0.099898        0.10002      0.0056816
          3.684      -0.012212       -0.48447       0.099995       0.099898        0.10002      0.0056533
          3.685      -0.011653       -0.48306       0.099995       0.099898        0.10002      0.0056248
          3.686      -0.011096       -0.48165       0.099995       0.099898        0.10002      0.0055962
          3.687      -0.010543       -0.48024       0.099995       0.099898        0.10002      0.0055675
          3.688     -0.0099925       -0.47883       0.099995       0.099898        0.10002      0.0055386
          3.689     -0.0094448       -0.47742       0.099995       0.099898        0.10002      0.0055096
           3.69     -0.0089001       -0.47601       0.099995       0.099898        0.10002      0.0054804
          3.691     -0.0083584       -0.47459       0.099995       0.099897        0.10002      0.0054511
          3.692     -0.0078195       -0.47317       0.099995       0.099897        0.10002      0.0054217
          3.693     -0.0072837       -0.47176       0.099995       0.099897        0.10002      0.0053921
          3.694     -0.0067508       -0.47034       0.099995       0.099897        0.10002      0.0053624
          3.695      -0.006221       -0.46892       0.099995       0.099897        0.10002      0.0053325
          3.696     -0.0056941       -0.46749       0.099995       0.099897        0.10002      0.0053025
          3.697     -0.0051703       -0.46607       0.099995       0.099897        0.10002      0.0052724
          3.698     -0.0046495       -0.46465       0.099995       0.099897        0.10002      0.0052421
          3.699     -0.0041317       -0.46322       0.099995       0.099897        0.10002      0.0052117
            3.7     -0.0036171        -0.4618       0.099995       0.099897        0.10002      0.0051812
          3.701     -0.0031055       -0.46037       0.099995       0.099897        0.10002      0.0051506
          3.702     -0.0025969       -0.45894       0.099995       0.099897        0.10002      0.0051198
          3.703     -0.0020915       -0.45751       0.099995       0.099897        0.10002      0.0050889
          3.704     -0.0015892       -0.45608       0.099995       0.099897        0.10002      0.0050578
          3.705     -0.0010901       -0.45464       0.099995       0.099897        0.10002      0.0050267
          3.706    -0.00059403       -0.45321       0.099995       0.099897        0.10002      0.0049953
          3.707    -0.00010116       -0.45177       0.099995       0.099897        0.10002      0.0049639
          3.708     0.00038854       -0.45034       0.099995       0.099897        0.10002      0.0049323
          3.709     0.00087507        -0.4489       0.099995       0.099897        0.10002      0.0049007
           3.71      0.0013584       -0.44746       0.099995       0.099897        0.10002      0.0048688
          3.711      0.0018385       -0.44602       0.099995       0.099897        0.10002      0.0048369
          3.712      0.0023155       -0.44458       0.099995       0.099897        0.10002      0.0048049
          3.713      0.0027892       -0.44313       0.099995       0.099897        0.10002      0.0047727
          3.714      0.0032596       -0.44169       0.099995       0.099897        0.10002      0.0047404
          3.715      0.0037268       -0.44025       0.099995       0.099897        0.10002       0.004708
          3.716      0.0041907        -0.4388       0.099995       0.099897        0.10002      0.0046754
          3.717      0.0046514       -0.43735       0.099995       0.099897        0.10002      0.0046428
          3.718      0.0051088        -0.4359       0.099995       0.099897        0.10002        0.00461
          3.719      0.0055628       -0.43445       0.099995       0.099897        0.10002      0.0045771
           3.72      0.0060136         -0.433       0.099995       0.099897        0.10002       0.004544
          3.721       0.006461       -0.43155       0.099995       0.099897        0.10002      0.0045109
          3.722      0.0069052        -0.4301       0.099995       0.099897        0.10002      0.0044777
          3.723      0.0073459       -0.42864       0.099995       0.099897        0.10002      0.0044444
          3.724      0.0077833       -0.42719       0.099995       0.099897        0.10002      0.0044109
          3.725      0.0082174       -0.42573       0.099995       0.099897        0.10002      0.0043773
          3.726       0.008648       -0.42427       0.099995       0.099897        0.10002      0.0043436
          3.727      0.0090753       -0.42281       0.099995       0.099897        0.10002      0.0043098
          3.728      0.0094992       -0.42135       0.099995       0.099897        0.10002      0.0042759
          3.729      0.0099197       -0.41989       0.099995       0.099897        0.10002      0.0042419
           3.73       0.010337       -0.41843       0.099995       0.099898        0.10002      0.0042078
          3.731        0.01075       -0.41696       0.099995       0.099898        0.10002      0.0041736
          3.732       0.011161        -0.4155       0.099995       0.099898        0.10002      0.0041393
          3.733       0.011567       -0.41403       0.099995       0.099898        0.10002      0.0041049
          3.734       0.011971       -0.41257       0.099995       0.099898        0.10002      0.0040704
          3.735        0.01237        -0.4111       0.099995       0.099898        0.10002      0.0040357
          3.736       0.012767       -0.40963       0.099995       0.099898        0.10002      0.0040011
          3.737        0.01316       -0.40816       0.099995       0.099898        0.10002      0.0039662
          3.738       0.013549       -0.40669       0.099995       0.099898        0.10002      0.0039313
          3.739       0.013935       -0.40521       0.099995       0.099898        0.10002      0.0038963
           3.74       0.014317       -0.40374       0.099995       0.099898        0.10002      0.0038612
          3.741       0.014696       -0.40227       0.099995       0.099898        0.10002       0.003826
          3.742       0.015071       -0.40079       0.099995       0.099898        0.10002      0.0037908
          3.743       0.015443       -0.39931       0.099995       0.099898        0.10002      0.0037554
          3.744       0.015811       -0.39784       0.099995       0.099898        0.10002      0.0037199
          3.745       0.016176       -0.39636       0.099995       0.099898        0.10002      0.0036844
          3.746       0.016537       -0.39488       0.099995       0.099898        0.10002      0.0036488
          3.747       0.016894        -0.3934       0.099995       0.099898        0.10002       0.003613
          3.748       0.017248       -0.39191       0.099995       0.099898        0.10002      0.0035772
          3.749       0.017598       -0.39043       0.099995       0.099898        0.10002      0.0035414
           3.75       0.017945       -0.38895       0.099995       0.099898        0.10002      0.0035054
          3.751       0.018288       -0.38746       0.099995       0.099898        0.10002      0.0034694
          3.752       0.018628       -0.38597       0.099995       0.099898        0.10002      0.0034333
          3.753       0.018963       -0.38449       0.099995       0.099898        0.10002      0.0033971
          3.754       0.019296         -0.383       0.099995       0.099899        0.10002      0.0033609
          3.755       0.019624       -0.38151       0.099995       0.099899        0.10002      0.0033245
          3.756       0.019949       -0.38002       0.099995       0.099899        0.10002      0.0032881
          3.757        0.02027       -0.37853       0.099995       0.099899        0.10002      0.0032516
          3.758       0.020588       -0.37704       0.099995       0.099899        0.10002      0.0032151
          3.759       0.020902       -0.37554       0.099995       0.099899        0.10002      0.0031785
           3.76       0.021212       -0.37405       0.099995       0.099899        0.10002      0.0031418
          3.761       0.021519       -0.37255       0.099995       0.099899        0.10002      0.0031051
          3.762       0.021822       -0.37106       0.099995       0.099899        0.10002      0.0030683
          3.763       0.022121       -0.36956       0.099995       0.099899        0.10002      0.0030315
          3.764       0.022417       -0.36806       0.099995       0.099899        0.10002      0.0029945
          3.765       0.022708       -0.36656       0.099995       0.099899        0.10002      0.0029576
          3.766       0.022997       -0.36506       0.099995       0.099899        0.10002      0.0029206
          3.767       0.023281       -0.36356       0.099995       0.099899        0.10002      0.0028835
          3.768       0.023562       -0.36206       0.099995       0.099899        0.10002      0.0028464
          3.769       0.023839       -0.36056       0.099995       0.099899        0.10002      0.0028092
           3.77       0.024112       -0.35905       0.099995       0.099899        0.10002      0.0027719
          3.771       0.024381       -0.35755       0.099995       0.099899        0.10002      0.0027347
          3.772       0.024647       -0.35604       0.099995       0.099899        0.10002      0.0026973
          3.773       0.024909       -0.35454       0.099995       0.099899        0.10002      0.0026599
          3.774       0.025168       -0.35303       0.099995       0.099899        0.10002      0.0026225
          3.775       0.025422       -0.35152       0.099995       0.099899        0.10002      0.0025851
          3.776       0.025673       -0.35001       0.099995       0.099899        0.10002      0.0025476
          3.777        0.02592        -0.3485       0.099995       0.099899        0.10002        0.00251
          3.778       0.026163       -0.34699       0.099995       0.099899        0.10002      0.0024725
          3.779       0.026403       -0.34548       0.099995       0.099899        0.10002      0.0024349
           3.78       0.026639       -0.34397       0.099995         0.0999        0.10002      0.0023973
          3.781       0.026871       -0.34245       0.099995         0.0999        0.10002      0.0023596
          3.782       0.027099       -0.34094       0.099995         0.0999        0.10002      0.0023219
          3.783       0.027324       -0.33942       0.099995         0.0999        0.10002      0.0022842
          3.784       0.027544       -0.33791       0.099995         0.0999        0.10002      0.0022465
          3.785       0.027761       -0.33639       0.099995         0.0999        0.10002      0.0022087
          3.786       0.027974       -0.33487       0.099995         0.0999        0.10002       0.002171
          3.787       0.028184       -0.33335       0.099995         0.0999        0.10002      0.0021331
          3.788       0.028389       -0.33183       0.099995         0.0999        0.10002      0.0020953
          3.789       0.028591       -0.33031       0.099995         0.0999        0.10002      0.0020575
           3.79       0.028789       -0.32879       0.099995         0.0999        0.10002      0.0020196
          3.791       0.028983       -0.32727       0.099995         0.0999        0.10002      0.0019818
          3.792       0.029174       -0.32575       0.099995         0.0999        0.10002      0.0019439
          3.793       0.029361       -0.32422       0.099995         0.0999        0.10002       0.001906
          3.794       0.029543        -0.3227       0.099995         0.0999        0.10002      0.0018682
          3.795       0.029723       -0.32117       0.099995         0.0999        0.10002      0.0018303
          3.796       0.029898       -0.31965       0.099995         0.0999        0.10002      0.0017924
          3.797       0.030069       -0.31812       0.099995         0.0999        0.10002      0.0017545
          3.798       0.030237       -0.31659       0.099995         0.0999        0.10002      0.0017166
          3.799       0.030401       -0.31506       0.099995         0.0999        0.10002      0.0016787
            3.8       0.030561       -0.31353       0.099995         0.0999        0.10002      0.0016408
          3.801       0.030718         -0.312       0.099995         0.0999        0.10002       0.001603
          3.802        0.03087       -0.31047       0.099995         0.0999        0.10002      0.0015651
          3.803       0.031019       -0.30894       0.099995         0.0999        0.10002      0.0015273
          3.804       0.031164       -0.30741       0.099995         0.0999        0.10002      0.0014894
          3.805       0.031305       -0.30588       0.099995         0.0999        0.10002      0.0014516
          3.806       0.031443       -0.30434       0.099995         0.0999        0.10002      0.0014138
          3.807       0.031577       -0.30281       0.099995         0.0999        0.10002      0.0013761
          3.808       0.031707       -0.30127       0.099995         0.0999        0.10002      0.0013383
          3.809       0.031833       -0.29974       0.099995         0.0999        0.10002      0.0013006
           3.81       0.031955        -0.2982       0.099995         0.0999        0.10002      0.0012629
          3.811       0.032074       -0.29666       0.099995         0.0999        0.10002      0.0012252
          3.812       0.032189       -0.29513       0.099995         0.0999        0.10002      0.0011876
          3.813         0.0323       -0.29359       0.099995         0.0999        0.10002        0.00115
          3.814       0.032407       -0.29205       0.099995         0.0999        0.10002      0.0011123
          3.815       0.032511       -0.29051       0.099995         0.0999        0.10002      0.0010748
          3.816       0.032611       -0.28897       0.099995         0.0999        0.10002      0.0010373
          3.817       0.032707       -0.28743       0.099995         0.0999        0.10002     0.00099981
          3.818         0.0328       -0.28588       0.099995         0.0999        0.10002     0.00096238
          3.819       0.032888       -0.28434       0.099995         0.0999        0.10002       0.000925
           3.82       0.032973        -0.2828       0.099995         0.0999        0.10002     0.00088766
          3.821       0.033055       -0.28125       0.099995         0.0999        0.10002     0.00085038
          3.822       0.033132       -0.27971       0.099995         0.0999        0.10002     0.00081319
          3.823       0.033206       -0.27816       0.099995         0.0999        0.10002     0.00077599
          3.824       0.033276       -0.27662       0.099995         0.0999        0.10002     0.00073889
          3.825       0.033342       -0.27507       0.099995         0.0999        0.10002     0.00070181
          3.826       0.033405       -0.27353       0.099995         0.0999        0.10002     0.00066486
          3.827       0.033464       -0.27198       0.099995         0.0999        0.10002     0.00062791
          3.828        0.03352       -0.27043       0.099995         0.0999        0.10002     0.00059101
          3.829       0.033571       -0.26888       0.099995         0.0999        0.10002      0.0005542
           3.83       0.033619       -0.26733       0.099995         0.0999        0.10002     0.00051743
          3.831       0.033664       -0.26578       0.099995         0.0999        0.10002     0.00048077
          3.832       0.033704       -0.26423       0.099995         0.0999        0.10002     0.00044417
          3.833       0.033742       -0.26268       0.099995         0.0999        0.10002     0.00040764
          3.834       0.033775       -0.26113       0.099995         0.0999        0.10002     0.00037119
          3.835       0.033805       -0.25957       0.099995         0.0999        0.10002     0.00033483
          3.836       0.033831       -0.25802       0.099995         0.0999        0.10002     0.00029853
          3.837       0.033854       -0.25647       0.099995         0.0999        0.10002     0.00026235
          3.838       0.033873       -0.25491       0.099995         0.0999        0.10002     0.00022623
          3.839       0.033888       -0.25336       0.099995         0.0999        0.10002     0.00019023
           3.84         0.0339        -0.2518       0.099995         0.0999        0.10002     0.00015429
          3.841       0.033908       -0.25025       0.099995         0.0999        0.10002     0.00011843
          3.842       0.033913       -0.24869       0.099995         0.0999        0.10002    8.2687e-005
          3.843       0.033914       -0.24714       0.099995         0.0999        0.10002    4.7028e-005
          3.844       0.033912       -0.24558       0.099995         0.0999        0.10002    1.1459e-005
          3.845       0.033906       -0.24402       0.099995         0.0999        0.10002   -2.4006e-005
          3.846       0.033896       -0.24246       0.099995         0.0999        0.10002   -5.9381e-005
          3.847       0.033883        -0.2409       0.099995         0.0999        0.10002   -9.4622e-005
          3.848       0.033867       -0.23935       0.099995         0.0999        0.10002    -0.00012977
          3.849       0.033847       -0.23779       0.099995         0.0999        0.10002    -0.00016481
           3.85       0.033823       -0.23623       0.099995         0.0999        0.10002    -0.00019974
          3.851       0.033796       -0.23467       0.099995         0.0999        0.10002    -0.00023453
          3.852       0.033766        -0.2331       0.099995         0.0999        0.10002    -0.00026923
          3.853       0.033732       -0.23154       0.099995         0.0999        0.10002     -0.0003038
          3.854       0.033695       -0.22998       0.099995         0.0999        0.10002    -0.00033826
          3.855       0.033654       -0.22842       0.099995         0.0999        0.10002    -0.00037259
          3.856        0.03361       -0.22686       0.099995         0.0999        0.10002    -0.00040677
          3.857       0.033563       -0.22529       0.099995         0.0999        0.10002    -0.00044087
          3.858       0.033512       -0.22373       0.099995         0.0999        0.10002    -0.00047481
          3.859       0.033458       -0.22216       0.099995         0.0999        0.10002    -0.00050862
           3.86         0.0334        -0.2206       0.099995         0.0999        0.10002    -0.00054231
          3.861       0.033339       -0.21903       0.099995         0.0999        0.10002    -0.00057587
          3.862       0.033275       -0.21747       0.099995         0.0999        0.10002    -0.00060928
          3.863       0.033208        -0.2159       0.099995         0.0999        0.10002    -0.00064255
          3.864       0.033137       -0.21434       0.099995         0.0999        0.10002    -0.00067568
          3.865       0.033063       -0.21277       0.099995         0.0999        0.10002    -0.00070867
          3.866       0.032985        -0.2112       0.099995         0.0999        0.10002    -0.00074151
          3.867       0.032905       -0.20964       0.099995         0.0999        0.10002     -0.0007742
          3.868       0.032821       -0.20807       0.099995         0.0999        0.10002    -0.00080676
          3.869       0.032734        -0.2065       0.099995         0.0999        0.10002    -0.00083916
           3.87       0.032644       -0.20493       0.099995         0.0999        0.10002    -0.00087139
          3.871        0.03255       -0.20336       0.099995         0.0999        0.10002    -0.00090347
          3.872       0.032453       -0.20179       0.099995         0.0999        0.10002    -0.00093539
          3.873       0.032354       -0.20023       0.099995         0.0999        0.10002    -0.00096717
          3.874       0.032251       -0.19866       0.099995         0.0999        0.10002    -0.00099878
          3.875       0.032145       -0.19709       0.099995         0.0999        0.10002     -0.0010302
          3.876       0.032035       -0.19552       0.099995         0.0999        0.10002     -0.0010615
          3.877       0.031923       -0.19394       0.099995         0.0999        0.10002     -0.0010926
          3.878       0.031808       -0.19237       0.099995         0.0999        0.10002     -0.0011235
          3.879       0.031689        -0.1908       0.099995         0.0999        0.10002     -0.0011543
           3.88       0.031568       -0.18923       0.099995         0.0999        0.10002     -0.0011849
          3.881       0.031443       -0.18766       0.099995         0.0999        0.10002     -0.0012153
          3.882       0.031316       -0.18609       0.099995         0.0999        0.10002     -0.0012455
          3.883       0.031186       -0.18451       0.099995         0.0999        0.10002     -0.0012756
          3.884       0.031052       -0.18294       0.099995         0.0999        0.10002     -0.0013055
          3.885       0.030916       -0.18137       0.099995         0.0999        0.10002     -0.0013351
          3.886       0.030776       -0.17979       0.099995         0.0999        0.10002     -0.0013646
          3.887       0.030634       -0.17822       0.099995         0.0999        0.10002      -0.001394
          3.888       0.030489       -0.17665       0.099995         0.0999        0.10002     -0.0014231
          3.889       0.030341       -0.17507       0.099995         0.0999        0.10002      -0.001452
           3.89        0.03019        -0.1735       0.099995         0.0999        0.10002     -0.0014808
          3.891       0.030037       -0.17192       0.099995         0.0999        0.10002     -0.0015093
          3.892        0.02988       -0.17035       0.099995         0.0999        0.10002     -0.0015377
          3.893       0.029721       -0.16877       0.099995         0.0999        0.10002     -0.0015658
          3.894       0.029559        -0.1672       0.099995         0.0999        0.10002     -0.0015938
          3.895       0.029394       -0.16562       0.099995         0.0999        0.10002     -0.0016215
          3.896       0.029227       -0.16405       0.099995       0.099901        0.10002     -0.0016491
          3.897       0.029056       -0.16247       0.099995       0.099901        0.10002     -0.0016764
          3.898       0.028883        -0.1609       0.099995       0.099901        0.10002     -0.0017035
          3.899       0.028708       -0.15932       0.099995       0.099901        0.10002     -0.0017304
            3.9        0.02853       -0.15774       0.099995       0.099901        0.10002     -0.0017572
          3.901       0.028349       -0.15617       0.099995       0.099901        0.10002     -0.0017837
          3.902       0.028165       -0.15459       0.099995       0.099901        0.10002       -0.00181
          3.903       0.027979       -0.15301       0.099995       0.099901        0.10002      -0.001836
          3.904       0.027791       -0.15144       0.099995       0.099901        0.10002     -0.0018619
          3.905       0.027599       -0.14986       0.099995       0.099901        0.10002     -0.0018875
          3.906       0.027406       -0.14828       0.099995       0.099901        0.10002     -0.0019129
          3.907        0.02721        -0.1467       0.099995       0.099901        0.10002     -0.0019381
          3.908       0.027011       -0.14513       0.099995       0.099901        0.10002      -0.001963
          3.909        0.02681       -0.14355       0.099995       0.099901        0.10002     -0.0019878
           3.91       0.026606       -0.14197       0.099995       0.099901        0.10002     -0.0020123
          3.911         0.0264       -0.14039       0.099995       0.099901        0.10002     -0.0020365
          3.912       0.026192       -0.13881       0.099995       0.099901        0.10002     -0.0020606
          3.913       0.025981       -0.13724       0.099995       0.099901        0.10002     -0.0020844
          3.914       0.025768       -0.13566       0.099995       0.099901        0.10002      -0.002108
          3.915       0.025553       -0.13408       0.099995       0.099901        0.10002     -0.0021313
          3.916       0.025336        -0.1325       0.099995       0.099901        0.10002     -0.0021545
          3.917       0.025116       -0.13092       0.099995       0.099901        0.10002     -0.0021773
          3.918       0.024894       -0.12934       0.099995       0.099901        0.10002        -0.0022
          3.919       0.024669       -0.12776       0.099995       0.099901        0.10002     -0.0022224
           3.92       0.024443       -0.12619       0.099995       0.099901        0.10002     -0.0022445
          3.921       0.024214       -0.12461       0.099995       0.099901        0.10002     -0.0022665
          3.922       0.023983       -0.12303       0.099995       0.099901        0.10002     -0.0022881
          3.923        0.02375       -0.12145       0.099995       0.099901        0.10002     -0.0023095
          3.924       0.023515       -0.11987       0.099995       0.099901        0.10002     -0.0023307
          3.925       0.023278       -0.11829       0.099995       0.099901        0.10002     -0.0023516
          3.926       0.023039       -0.11671       0.099995       0.099901        0.10002     -0.0023723
          3.927       0.022798       -0.11513       0.099995       0.099901        0.10002     -0.0023927
          3.928       0.022555       -0.11355       0.099995       0.099901        0.10002     -0.0024128
          3.929        0.02231       -0.11197       0.099995       0.099901        0.10002     -0.0024327
